x_tx,y_tx,z_tx,x_rx,y_rx,z_rx,loss_db,throughput_kbps
0.0,0,25.0,183.5,0,1.5,84.64,70331.23
0.0,0,25.0,183.5,0,1.5,84.64,71179.67
0.0,0,25.0,183.5,0,1.5,84.64,65709.74
0.0,0,25.0,183.5,0,1.5,84.64,68927.47
0.0,0,25.0,183.5,0,1.5,84.64,69041.1
0.0,0,25.0,183.5,0,1.5,84.64,69109.19
0.0,0,25.0,183.5,0,1.5,84.64,66121.8
0.0,0,25.0,183.5,0,1.5,84.64,67621.43
0.0,0,25.0,183.5,0,1.5,84.64,67610.21
0.0,0,25.0,183.5,0,1.5,84.64,69157.59
0.0,0,25.0,183.5,0,1.5,84.64,67854.29
0.0,0,25.0,183.5,0,1.5,84.64,66544.27
0.0,0,25.0,183.5,0,1.5,84.64,64533.59
0.0,0,25.0,183.5,0,1.5,84.64,68683.57
0.0,0,25.0,183.5,0,1.5,84.64,71783.9
0.0,0,25.0,183.5,0,1.5,84.64,66650.71
0.0,0,25.0,183.5,0,1.5,84.64,69158.62
0.0,0,25.0,183.5,0,1.5,84.64,69156.13
0.0,0,25.0,183.5,0,1.5,84.64,69040.0
0.0,0,25.0,183.5,0,1.5,84.64,69632.29
0.0,0,25.0,183.5,0,1.5,84.64,69276.56
0.0,0,25.0,183.5,0,1.5,84.64,68327.29
0.0,0,25.0,183.5,0,1.5,84.64,69276.49
0.0,0,25.0,183.5,0,1.5,84.64,66548.2
0.0,0,25.0,183.5,0,1.5,84.64,67949.38
0.0,0,25.0,183.5,0,1.5,84.64,69416.75
0.0,0,25.0,183.5,0,1.5,84.64,65453.4
0.0,0,25.0,183.5,0,1.5,84.64,70451.8
0.0,0,25.0,183.5,0,1.5,84.64,68478.84
0.0,0,25.0,183.5,0,1.5,84.64,69874.85
0.0,0,25.0,183.5,0,1.5,84.64,67615.54
0.0,0,25.0,183.5,0,1.5,84.64,67141.05
0.0,0,25.0,183.5,0,1.5,84.64,67621.7
0.0,0,25.0,183.5,0,1.5,84.64,57765.61
0.0,0,25.0,183.5,0,1.5,84.64,70461.88
0.0,0,25.0,183.5,0,1.5,84.64,70814.64
0.0,0,25.0,183.5,0,1.5,84.64,64534.94
0.0,0,25.0,183.5,0,1.5,84.64,71649.18
0.0,0,25.0,183.5,0,1.5,84.64,68816.22
0.0,0,25.0,183.5,0,1.5,84.64,66652.5
0.0,0,25.0,183.5,0,1.5,84.64,67611.63
0.0,0,25.0,183.5,0,1.5,84.64,68923.23
0.0,0,25.0,183.5,0,1.5,84.64,65125.81
0.0,0,25.0,183.5,0,1.5,84.64,68445.91
0.0,0,25.0,183.5,0,1.5,84.64,68327.42
0.0,0,25.0,183.5,0,1.5,84.64,67261.09
0.0,0,25.0,183.5,0,1.5,84.64,69038.13
0.0,0,25.0,183.5,0,1.5,84.64,66667.29
0.0,0,25.0,183.5,0,1.5,84.64,67921.37
0.0,0,25.0,183.5,0,1.5,84.64,68732.27
0.0,0,25.0,183.5,0,1.5,84.64,67566.15
0.0,0,25.0,183.5,0,1.5,84.64,64935.02
0.0,0,25.0,183.5,0,1.5,84.64,67617.78
0.0,0,25.0,183.5,0,1.5,84.64,68684.88
0.0,0,25.0,183.5,0,1.5,84.64,69818.97
0.0,0,25.0,183.5,0,1.5,84.64,68851.29
0.0,0,25.0,183.5,0,1.5,84.64,70833.63
0.0,0,25.0,183.5,0,1.5,84.64,68549.64
0.0,0,25.0,183.5,0,1.5,84.64,69039.31
0.0,0,25.0,183.5,0,1.5,84.64,69156.75
0.0,0,25.0,183.5,0,1.5,84.64,69671.47
0.0,0,25.0,183.5,0,1.5,84.64,67237.64
0.0,0,25.0,183.5,0,1.5,84.64,68272.96
0.0,0,25.0,183.5,0,1.5,84.64,68957.27
0.0,0,25.0,183.5,0,1.5,84.64,69752.38
0.0,0,25.0,183.5,0,1.5,84.64,69037.99
0.0,0,25.0,183.5,0,1.5,84.64,69597.02
0.0,0,25.0,183.5,0,1.5,84.64,68601.77
0.0,0,25.0,183.5,0,1.5,84.64,68327.7
0.0,0,25.0,183.5,0,1.5,84.64,69982.84
0.0,0,25.0,183.5,0,1.5,84.64,69400.69
0.0,0,25.0,183.5,0,1.5,84.64,69157.17
0.0,0,25.0,183.5,0,1.5,84.64,69275.8
0.0,0,25.0,183.5,0,1.5,84.64,67404.79
0.0,0,25.0,183.5,0,1.5,84.64,69250.97
0.0,0,25.0,183.5,0,1.5,84.64,70462.59
0.0,0,25.0,183.5,0,1.5,84.64,67497.39
0.0,0,25.0,183.5,0,1.5,84.64,68445.36
0.0,0,25.0,183.5,0,1.5,84.64,70818.46
0.0,0,25.0,183.5,0,1.5,84.64,68419.78
0.0,0,25.0,183.5,0,1.5,84.64,67996.62
0.0,0,25.0,183.5,0,1.5,84.64,69989.42
0.0,0,25.0,183.5,0,1.5,84.64,66311.08
0.0,0,25.0,183.5,0,1.5,84.64,68208.39
0.0,0,25.0,183.5,0,1.5,84.64,70026.53
0.0,0,25.0,183.5,0,1.5,84.64,60697.92
0.0,0,25.0,183.5,0,1.5,84.64,66310.75
0.0,0,25.0,183.5,0,1.5,84.64,70823.48
0.0,0,25.0,183.5,0,1.5,84.64,68204.51
0.0,0,25.0,183.5,0,1.5,84.64,65835.99
0.0,0,25.0,183.5,0,1.5,84.64,69363.04
0.0,0,25.0,183.5,0,1.5,84.64,68122.12
0.0,0,25.0,183.5,0,1.5,84.64,69103.04
0.0,0,25.0,183.5,0,1.5,84.64,66910.36
0.0,0,25.0,183.5,0,1.5,84.64,69799.11
0.0,0,25.0,183.5,0,1.5,84.64,69276.14
0.0,0,25.0,183.5,0,1.5,84.64,70818.6
0.0,0,25.0,183.5,0,1.5,84.64,69269.28
0.0,0,25.0,183.5,0,1.5,84.64,67505.9
0.0,0,25.0,183.5,0,1.5,84.64,67845.27
0.0,0,25.0,183.5,0,1.5,84.64,67146.6
0.0,0,25.0,183.5,0,1.5,84.64,71003.42
0.0,0,25.0,183.5,0,1.5,84.64,67431.41
0.0,0,25.0,183.5,0,1.5,84.64,69751.26
0.0,0,25.0,183.5,0,1.5,84.64,68654.79
0.0,0,25.0,183.5,0,1.5,84.64,69660.26
0.0,0,25.0,183.5,0,1.5,84.64,68505.59
0.0,0,25.0,183.5,0,1.5,84.64,69928.5
0.0,0,25.0,183.5,0,1.5,84.64,69636.6
0.0,0,25.0,183.5,0,1.5,84.64,69168.09
0.0,0,25.0,183.5,0,1.5,84.64,69687.46
0.0,0,25.0,183.5,0,1.5,84.64,70037.32
0.0,0,25.0,183.5,0,1.5,84.64,69600.98
0.0,0,25.0,183.5,0,1.5,84.64,70491.13
0.0,0,25.0,183.5,0,1.5,84.64,69041.65
0.0,0,25.0,183.5,0,1.5,84.64,67939.67
0.0,0,25.0,183.5,0,1.5,84.64,69258.88
0.0,0,25.0,183.5,0,1.5,84.64,68734.46
0.0,0,25.0,183.5,0,1.5,84.64,70873.23
0.0,0,25.0,183.5,0,1.5,84.64,67204.48
0.0,0,25.0,183.5,0,1.5,84.64,69750.42
